id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,1.b_genero,2.b_setor,2.c_numero_de_funcionarios,2.f_cargo_atual,2.h_faixa_salarial
3317,1,PE,Mais de 10 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 8.001/mês a R$ 12.000/mês
3318,1,PB,de 5 a 6 anos,de 1 a 2 anos,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor de Energia,de 1.001 a 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 12.001/mês a R$ 16.000/mês
3319,1,PE,Mais de 10 anos,de 7 a 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Imobiliário/ Construção Civil,de 11 a 50,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês
3320,1,PE,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,de 1 a 5,Analista de Negócios/Business Analyst,de R$ 1.001/mês a R$ 2.000/mês
3321,1,PE,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Feminino,Área de Consultoria,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês
3322,1,PE,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Finanças ou Bancos,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
3323,1,PE,Menos de 1 ano,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês
3324,1,PE,Não tenho experiência na área de dados,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Outra Opção,de R$ 2.001/mês a R$ 3.000/mês
3325,1,PE,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Educação,de 101 a 500,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês
3326,1,PE,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Tecnologia/Fábrica de Software,de 51 a 100,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 1.001/mês a R$ 2.000/mês
3327,1,PE,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Indústria,Acima de 3.000,Outra Opção,de R$ 4.001/mês a R$ 6.000/mês
3328,1,PE,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Indústria,Acima de 3.000,Analista de Suporte/Analista Técnico,de R$ 4.001/mês a R$ 6.000/mês
3329,1,PE,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Masculino,Indústria,de 1.001 a 3.000,Outra Opção,de R$ 3.001/mês a R$ 4.000/mês
3330,1,PE,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Feminino,Área da Saúde,de 1.001 a 3.000,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês
3331,1,PE,Menos de 1 ano,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês
3332,1,PE,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Setor Automotivo,Acima de 3.000,Analista de Suporte/Analista Técnico,de R$ 1.001/mês a R$ 2.000/mês
3333,1,PB,de 5 a 6 anos,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área da Saúde,de 11 a 50,Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês
3334,1,PB,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,de 51 a 100,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês
3335,1,PB,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês
3336,1,PB,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Varejo,de 501 a 1.000,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês
3337,1,PB,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês
3338,1,PB,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
3339,1,PB,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Masculino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
3340,1,PB,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,de 101 a 500,Analytics Engineer,de R$ 4.001/mês a R$ 6.000/mês
3341,1,PB,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Educação,de 1.001 a 3.000,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês
3342,1,PB,de 1 a 2 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,de 1 a 5,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Menos de R$ 1.000/mês
3343,1,PB,de 1 a 2 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês
3344,1,PB,de 1 a 2 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Outra Opção,de R$ 4.001/mês a R$ 6.000/mês
3345,1,PB,de 3 a 4 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Setor Público,de 1.001 a 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
3346,1,PB,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
3347,1,PB,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Setor de Energia,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês
3348,1,PB,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Outra Opção,de 501 a 1.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
3349,1,PB,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de BI/BI Analyst,de R$ 12.001/mês a R$ 16.000/mês
3350,1,PB,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
3351,1,PB,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Área da Saúde,de 101 a 500,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês
3352,1,PB,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Feminino,Finanças ou Bancos,de 51 a 100,Outra Opção,de R$ 6.001/mês a R$ 8.000/mês
3353,1,PB,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
3354,1,PB,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Entretenimento ou Esportes,de 51 a 100,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
3355,1,PB,de 3 a 4 anos,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 1 a 5,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
3356,1,PB,de 3 a 4 anos,de 1 a 2 anos,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
3357,1,PB,de 3 a 4 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
3358,1,PB,de 5 a 6 anos,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Outra Opção,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 16.001/mês a R$ 20.000/mês
3359,1,PB,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
3360,1,PR,Menos de 1 ano,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês
3361,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
3362,1,PR,de 3 a 4 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 11 a 50,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
3363,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Indústria,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês
3364,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
3365,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês
3366,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
3367,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Varejo,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
3368,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
3369,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
3370,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Educação,de 1.001 a 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 8.001/mês a R$ 12.000/mês
3371,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Indústria,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês
3372,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Indústria,de 1.001 a 3.000,Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês
3373,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Setor Público,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês
3374,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
3375,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
3376,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Área de Consultoria,de 1 a 5,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
3377,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês
3378,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Indústria,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês
3379,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Indústria,de 51 a 100,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês
3380,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Marketing,de 101 a 500,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
3381,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor Alimentício,Acima de 3.000,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês
3382,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês
3383,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
