id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,1.b_genero,2.b_setor,2.c_numero_de_funcionarios,2.f_cargo_atual,2.h_faixa_salarial
920,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
921,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
922,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,de 1.001 a 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
923,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
924,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Varejo,Acima de 3.000,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês
925,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Educação,de 101 a 500,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês
926,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Entretenimento ou Esportes,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
927,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês
928,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
929,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
930,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Indústria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
931,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Marketing,de 51 a 100,Arquiteto de Dados/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
932,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
933,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
934,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Imobiliário/ Construção Civil,de 6 a 10,Engenheiro de Dados/Data Engineer/Data Architect,Acima de R$ 40.001/mês
935,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
936,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Área de Consultoria,de 11 a 50,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
937,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 20.001/mês a R$ 25.000/mês
938,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Telecomunicação,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
939,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área da Saúde,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
940,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
941,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Educação,de 11 a 50,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
942,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 16.001/mês a R$ 20.000/mês
943,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,de 51 a 100,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
944,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Indústria,de 51 a 100,Analista de Negócios/Business Analyst,de R$ 12.001/mês a R$ 16.000/mês
945,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Outra Opção,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
946,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Outra Opção,de 101 a 500,Analytics Engineer,de R$ 30.001/mês a R$ 40.000/mês
947,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Analista de Dados/Data Analyst,de R$ 30.001/mês a R$ 40.000/mês
948,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Telecomunicação,de 6 a 10,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês
949,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 501 a 1.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 20.001/mês a R$ 25.000/mês
950,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Área da Saúde,de 1.001 a 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
951,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Química / Física,Masculino,Educação,de 101 a 500,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês
952,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Masculino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
953,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Área de Consultoria,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
954,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Agronegócios,de 101 a 500,Analista de Negócios/Business Analyst,de R$ 12.001/mês a R$ 16.000/mês
955,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
956,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
957,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Indústria,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
958,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Indústria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
959,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Outra Opção,de 101 a 500,Analista de Dados/Data Analyst,de R$ 30.001/mês a R$ 40.000/mês
960,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Seguros ou Previdência,Acima de 3.000,Outra Opção,de R$ 12.001/mês a R$ 16.000/mês
961,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Setor Automotivo,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
962,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
963,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Finanças ou Bancos,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
964,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
965,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Setor Alimentício,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
966,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Seguros ou Previdência,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
967,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Área de Consultoria,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
968,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Área de Consultoria,de 11 a 50,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
969,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Feminino,Outra Opção,de 11 a 50,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 16.001/mês a R$ 20.000/mês
970,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Feminino,Outra Opção,de 101 a 500,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês
971,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
972,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Feminino,Área de Consultoria,de 101 a 500,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês
973,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Masculino,Educação,de 101 a 500,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês
974,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
975,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Masculino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
976,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Outro,Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
977,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
978,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Masculino,Finanças ou Bancos,de 501 a 1.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 25.001/mês a R$ 30.000/mês
979,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
980,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
981,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
982,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Setor Alimentício,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
983,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
984,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
985,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Área da Saúde,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
986,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
987,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
988,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
989,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
990,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Setor Público,Acima de 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
991,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Feminino,Setor Público,de 51 a 100,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
992,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Varejo,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
993,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outra opção,Masculino,Tecnologia/Fábrica de Software,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
994,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,de 51 a 100,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
995,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Indústria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
996,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Arquiteto de Dados/Data Architect,de R$ 30.001/mês a R$ 40.000/mês
997,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Varejo,Acima de 3.000,Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês
998,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Feminino,Área da Saúde,Acima de 3.000,Outra Opção,de R$ 4.001/mês a R$ 6.000/mês
999,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Setor Alimentício,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
1000,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Varejo,Acima de 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
1001,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
1002,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Marketing,de 51 a 100,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1003,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Automotivo,Acima de 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
1004,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1005,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 20.001/mês a R$ 25.000/mês
1006,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Indústria,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
1007,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1008,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Entretenimento ou Esportes,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1009,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
