id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,2.f_cargo_atual
1631,1,BA,de 3 a 4 anos,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer
1632,1,BA,de 3 a 4 anos,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1633,1,BA,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
1634,1,CE,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
1635,1,BA,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1636,1,BA,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Negócios/Business Analyst
1637,1,BA,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
1638,1,BA,de 5 a 6 anos,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
1639,1,BA,de 5 a 6 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1640,1,BA,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Outra Opção
1641,1,BA,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analytics Engineer
1642,1,BA,de 7 a 10 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1643,1,BA,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
1644,1,BA,de 3 a 4 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1645,1,CE,de 1 a 2 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
1646,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
1647,1,CE,de 3 a 4 anos,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1648,1,CE,de 3 a 4 anos,Menos de 1 ano,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1649,1,CE,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Negócios/Business Analyst
1650,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1651,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1652,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
1653,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
1654,1,CE,de 3 a 4 anos,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Arquiteto de Dados/Data Architect
1655,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Engenheiro de Machine Learning/ML Engineer/AI Engineer
1656,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Dados/Data Engineer/Data Architect
1657,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
1658,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
1659,1,CE,de 3 a 4 anos,de 1 a 2 anos,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Cientista de Dados/Data Scientist
1660,1,CE,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer
1661,1,CE,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção
1662,1,CE,de 3 a 4 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1663,1,CE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
1664,1,CE,de 1 a 2 anos,Menos de 1 ano,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de BI/BI Analyst
1665,1,CE,de 3 a 4 anos,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
1666,1,CE,de 3 a 4 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
1667,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
1668,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1669,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst
1670,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analytics Engineer
1671,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Engenheiro de Dados/Data Engineer/Data Architect
1672,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
1673,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
1674,1,CE,de 3 a 4 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1675,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
1676,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de BI/BI Analyst
1677,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
1678,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
1679,1,CE,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1680,1,CE,de 1 a 2 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Negócios/Business Analyst
1681,1,CE,de 1 a 2 anos,de 3 a 4 anos,Graduação/Bacharelado,Outra opção,Outra Opção
1682,1,CE,de 3 a 4 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1683,1,CE,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Suporte/Analista Técnico
1684,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
1685,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Cientista de Dados/Data Scientist
1686,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1687,1,AM,de 1 a 2 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1688,1,AM,de 3 a 4 anos,Menos de 1 ano,Estudante de Graduação,Outra opção,Analista de Dados/Data Analyst
1689,1,AM,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Dados/Data Engineer/Data Architect
1690,1,AM,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Negócios/Business Analyst
1691,1,AM,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Machine Learning/ML Engineer/AI Engineer
1692,1,AM,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1693,1,AM,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1694,1,AM,de 1 a 2 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1695,1,AM,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1696,1,AM,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1697,1,AM,de 5 a 6 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1698,1,AM,de 5 a 6 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
1699,1,AM,de 7 a 10 anos,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Suporte/Analista Técnico
1700,1,AP,Não tenho experiência na área de dados,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1701,1,AP,de 5 a 6 anos,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1702,1,AP,de 7 a 10 anos,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1703,1,AM,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Cientista de Dados/Data Scientist
1704,1,BA,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
1705,1,AM,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção
1706,1,AM,Menos de 1 ano,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Cientista de Dados/Data Scientist
1707,1,AL,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Suporte/Analista Técnico
1708,1,AL,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Química / Física,Analista de Dados/Data Analyst
1709,1,AL,Menos de 1 ano,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção
1710,1,AL,de 1 a 2 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
1711,1,AL,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
1712,1,AL,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Química / Física,Cientista de Dados/Data Scientist
1713,1,AL,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1714,1,AM,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Suporte/Analista Técnico
1715,1,AL,de 1 a 2 anos,de 1 a 2 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst
1716,1,AL,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
1717,1,AL,de 3 a 4 anos,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1718,1,AL,de 3 a 4 anos,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção
1719,1,AL,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1720,1,AL,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1721,1,AL,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
1722,1,AL,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção
1723,1,AL,de 1 a 2 anos,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
1724,1,BA,Mais de 10 anos,de 7 a 10 anos,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Suporte/Analista Técnico
1725,1,BA,Menos de 1 ano,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção
1726,1,BA,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção
1727,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Outras Engenharias (não inclui dev)
1728,1,BA,de 1 a 2 anos,de 1 a 2 anos,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Analytics Engineer
1729,1,BA,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1730,1,BA,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
1731,1,BA,de 1 a 2 anos,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1732,1,BA,de 3 a 4 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
1733,1,BA,de 3 a 4 anos,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
1734,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst
1735,1,BA,de 3 a 4 anos,Menos de 1 ano,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
1736,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1737,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estatístico
1738,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1739,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
1740,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
1741,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
1742,1,BA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
1743,1,BA,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
1744,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Analista de Dados/Data Analyst
1745,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Química / Física,Cientista de Dados/Data Scientist
1746,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Cientista de Dados/Data Scientist
1747,1,BA,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Outra Opção
1748,1,BA,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção
1749,1,BA,Menos de 1 ano,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Negócios/Business Analyst
1750,1,BA,Menos de 1 ano,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
1751,1,BA,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção
1752,1,BA,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Outra Opção
1753,1,BA,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Suporte/Analista Técnico
1754,1,BA,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção
1755,1,BA,de 1 a 2 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1756,1,BA,de 1 a 2 anos,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1757,1,BA,de 1 a 2 anos,Menos de 1 ano,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analytics Engineer
1758,1,BA,de 1 a 2 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1759,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Química / Física,Cientista de Dados/Data Scientist
1760,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Suporte/Analista Técnico
1761,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1762,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
1763,1,BA,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
1764,1,CE,de 5 a 6 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
1765,1,ES,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Analytics Engineer
1766,1,CE,de 5 a 6 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1767,1,CE,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
1768,1,DF,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1769,1,DF,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios/Business Analyst
1770,1,DF,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
1771,1,DF,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
1772,1,DF,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
1773,1,DF,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
1774,1,DF,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
1775,1,DF,de 3 a 4 anos,de 1 a 2 anos,Doutorado ou Phd,Outra opção,Analista de Dados/Data Analyst
1776,1,DF,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
